	Jumper 5.c3d	Jumper 5.c3d	Jumper 5.c3d	Jumper 5.c3d	Jumper 5.c3d	Jumper 5.c3d	Jumper 5.c3d	Jumper 5.c3d	Jumper 5.c3d	Jumper 5.c3d	Jumper 5.c3d	Jumper 5.c3d	Jumper 5.c3d
9	69.91	107.19	17.63	27.07	75.10	32.61	1.44	175.58	25.41	-504.87	57.66	61.38	69.85
10	70.11	106.92	20.41	26.78	74.79	32.38	1.14	173.46	30.47	-535.55	61.49	68.64	68.56
11	70.33	106.61	23.24	26.47	74.45	32.12	0.84	171.39	35.54	-549.60	64.94	75.83	67.15
12	70.55	106.28	26.03	26.15	74.08	31.83	0.55	169.23	40.37	-546.37	68.09	83.09	65.59
13	70.79	105.92	28.72	25.81	73.67	31.52	0.26	166.84	44.69	-526.82	71.04	90.52	63.89
14	71.04	105.56	31.24	25.46	73.22	31.17	-0.01	164.07	48.31	-493.33	73.95	98.20	62.09
15	71.29	105.18	33.55	25.09	72.73	30.79	-0.28	160.82	51.12	-449.06	77.01	106.17	60.25
16	71.56	104.81	35.62	24.71	72.19	30.37	-0.53	157.02	53.12	-397.26	80.39	114.44	58.39
17	71.84	104.44	37.42	24.31	71.61	29.92	-0.78	152.66	54.38	-340.75	84.20	122.96	56.54
18	72.12	104.08	38.94	23.89	70.98	29.42	-1.02	147.75	55.01	-281.45	88.41	131.68	54.73
19	72.41	103.72	40.17	23.45	70.30	28.88	-1.25	142.32	55.14	-220.60	92.89	140.53	52.98
20	72.69	103.37	41.11	22.99	69.58	28.29	-1.47	136.41	54.91	-158.89	97.51	149.45	51.33
21	72.98	103.03	41.74	22.50	68.80	27.66	-1.69	130.08	54.45	-96.77	102.15	158.42	49.80
22	73.26	102.70	42.07	21.99	67.97	26.97	-1.90	123.41	53.86	-34.59	106.71	167.42	48.43
23	73.54	102.36	42.09	21.46	67.09	26.24	-2.11	116.46	53.22	27.30	111.11	176.48	47.25
24	73.81	102.03	41.81	20.91	66.16	25.45	-2.31	109.31	52.57	88.65	115.24	185.59	46.32
25	74.08	101.70	41.23	20.34	65.18	24.61	-2.50	101.99	51.91	149.28	119.05	194.80	45.68
26	74.34	101.37	40.35	19.75	64.15	23.73	-2.70	94.54	51.17	209.03	122.46	204.13	45.37
27	74.58	101.02	39.18	19.15	63.07	22.80	-2.89	86.99	50.23	267.61	125.44	213.62	45.42
28	74.83	100.67	37.73	18.53	61.94	21.82	-3.09	79.32	48.92	324.36	127.92	223.31	45.84
29	75.06	100.31	36.01	17.90	60.76	20.80	-3.29	71.53	47.11	378.16	129.83	233.24	46.67
30	75.29	99.94	34.05	17.27	59.53	19.73	-3.49	63.60	44.72	427.22	131.17	243.46	47.90
31	75.51	99.57	31.86	16.63	58.25	18.61	-3.70	55.58	41.73	469.19	132.04	254.04	49.54
32	75.73	99.20	29.48	15.98	56.91	17.44	-3.91	47.55	38.22	501.26	132.62	265.11	51.51
33	75.95	98.83	26.97	15.33	55.52	16.23	-4.14	39.67	34.34	520.85	133.09	276.75	53.70
34	76.16	98.47	24.39	14.69	54.07	14.95	-4.37	32.11	30.27	526.36	133.59	289.03	55.96
35	76.37	98.11	21.81	14.03	52.55	13.62	-4.62	25.05	26.21	517.50	134.17	301.94	58.14
36	76.58	97.77	19.30	13.38	50.96	12.22	-4.87	18.63	22.39	495.34	134.80	315.43	60.06
37	76.80	97.43	16.92	12.72	49.31	10.76	-5.14	13.00	19.02	461.80	135.42	329.41	61.55
38	77.01	97.10	14.73	12.06	47.59	9.22	-5.41	8.28	16.29	419.20	135.94	343.75	62.46
39	77.22	96.77	12.77	11.39	45.80	7.61	-5.68	4.61	14.41	370.02	136.29	358.28	62.67
40	77.43	96.44	11.07	10.72	43.93	5.93	-5.95	2.09	13.56	316.60	136.44	372.77	62.10
41	77.65	96.09	9.64	10.05	42.00	4.16	-6.21	0.79	13.95	261.01	136.37	386.99	60.71
42	77.86	95.72	8.49	9.38	40.00	2.30	-6.47	0.77	15.77	204.99	136.04	400.63	58.53
43	78.07	95.31	7.61	8.71	37.93	0.36	-6.72	2.05	19.26	149.98	135.35	413.35	55.67
44	78.28	94.85	7.01	8.05	35.81	-1.67	-6.96	4.60	24.64	97.05	134.21	424.80	52.25
45	78.49	94.33	6.66	7.39	33.64	-3.79	-7.18	8.40	32.12	46.97	132.52	434.63	48.41
46	78.71	93.74	6.55	6.73	31.43	-5.99	-7.38	13.40	41.89	0.30	130.15	442.49	44.27
47	78.94	93.05	6.65	6.10	29.19	-8.27	-7.56	19.57	54.08	-42.48	126.99	448.06	39.92
48	79.17	92.25	6.96	5.48	26.94	-10.61	-7.73	26.84	68.77	-80.91	122.92	451.01	35.46
49	79.42	91.33	7.44	4.88	24.70	-13.01	-7.87	35.12	86.00	-114.64	117.86	451.07	31.02
50	79.68	90.28	8.07	4.31	22.47	-15.44	-8.00	44.30	105.72	-143.40	111.81	447.95	26.72
51	79.96	89.08	8.84	3.77	20.28	-17.89	-8.11	54.25	127.86	-167.10	104.81	441.45	22.72
52	80.26	87.73	9.70	3.27	18.15	-20.32	-8.20	64.81	152.29	-185.84	97.01	431.42	19.15
53	80.59	86.21	10.65	2.82	16.09	-22.72	-8.28	75.84	178.87	-199.88	88.65	417.83	16.17
54	80.94	84.54	11.65	2.40	14.12	-25.04	-8.34	87.21	207.48	-209.64	80.06	400.79	13.94
55	81.32	82.69	12.69	2.03	12.25	-27.27	-8.40	98.80	237.92	-215.65	71.58	380.52	12.55
56	81.74	80.67	13.76	1.70	10.50	-29.37	-8.44	110.49	270.00	-218.45	63.45	357.39	12.11
57	82.20	78.48	14.83	1.41	8.88	-31.32	-8.49	122.14	303.43	-218.50	55.82	331.84	12.66
58	82.71	76.11	15.89	1.15	7.39	-33.08	-8.54	133.58	337.82	-216.13	48.81	304.41	14.21
59	83.27	73.56	16.94	0.93	6.04	-34.65	-8.59	144.58	372.67	-211.44	42.46	275.70	16.72
60	83.88	70.84	17.96	0.74	4.84	-35.99	-8.65	154.85	407.32	-204.33	36.79	246.34	20.15
61	84.55	67.94	18.93	0.57	3.77	-37.12	-8.73	164.08	441.00	-194.52	31.77	216.97	24.38
62	85.27	64.89	19.86	0.42	2.85	-38.04	-8.82	171.95	472.77	-181.58	27.41	188.17	29.23
63	86.05	61.69	20.71	0.30	2.06	-38.74	-8.93	178.25	501.64	-165.04	23.68	160.44	34.43
64	86.88	58.37	21.47	0.19	1.39	-39.24	-9.05	182.84	526.63	-144.52	20.63	134.25	39.61
65	87.76	54.95	22.12	0.09	0.83	-39.57	-9.20	185.69	546.87	-119.72	18.25	109.94	44.33
66	88.68	51.46	22.64	0.01	0.38	-39.73	-9.36	186.85	561.72	-90.54	16.47	87.79	48.17
67	89.62	47.93	23.01	-0.07	0.03	-39.75	-9.53	186.41	570.71	-57.06	15.15	67.95	50.72
68	90.58	44.40	23.21	-0.15	-0.24	-39.66	-9.70	184.54	573.61	-19.54	14.10	50.49	51.62
69	91.54	40.90	23.21	-0.22	-0.44	-39.47	-9.87	181.44	570.27	21.55	13.17	35.40	50.52
70	92.50	37.47	23.00	-0.28	-0.58	-39.19	-10.03	177.38	560.71	65.61	12.27	22.62	47.18
71	93.43	34.14	22.57	-0.34	-0.67	-38.86	-10.17	172.56	545.04	111.70	11.36	12.02	41.65
72	94.33	30.94	21.91	-0.40	-0.72	-38.47	-10.28	167.06	523.66	158.54	10.37	3.44	34.49
73	95.19	27.90	21.01	-0.45	-0.72	-38.05	-10.35	160.84	497.34	204.47	9.25	-3.32	26.78
74	95.99	25.04	19.89	-0.49	-0.71	-37.61	-10.40	153.86	467.26	247.76	7.96	-8.42	19.67
75	96.72	22.36	18.55	-0.53	-0.67	-37.14	-10.41	146.19	434.73	286.93	6.50	-12.04	14.08
76	97.37	19.89	17.03	-0.55	-0.61	-36.67	-10.42	138.01	401.03	320.81	4.86	-14.34	10.48
77	97.95	17.60	15.34	-0.58	-0.55	-36.19	-10.42	129.54	367.22	348.42	3.09	-15.45	8.94
78	98.44	15.51	13.52	-0.59	-0.48	-35.72	-10.42	120.94	334.18	368.86	1.21	-15.53	9.25
79	98.86	13.61	11.60	-0.59	-0.42	-35.27	-10.43	112.33	302.58	381.32	-0.75	-14.75	11.02
80	99.21	11.88	9.62	-0.58	-0.36	-34.83	-10.47	103.69	272.91	385.20	-2.72	-13.27	13.70
81	99.49	10.31	7.64	-0.56	-0.30	-34.42	-10.52	94.95	245.48	380.23	-4.61	-11.28	16.64
82	99.72	8.89	5.69	-0.54	-0.26	-34.04	-10.60	85.98	220.34	366.66	-6.27	-8.93	19.15
83	99.90	7.60	3.82	-0.50	-0.22	-33.69	-10.69	76.63	197.36	345.33	-7.62	-6.37	20.61
84	100.04	6.44	2.08	-0.46	-0.20	-33.37	-10.78	66.85	176.21	317.85	-8.61	-3.77	20.54
85	100.15	5.39	0.49	-0.42	-0.19	-33.09	-10.88	56.74	156.61	286.39	-9.24	-1.27	18.83
86	100.22	4.45	-0.93	-0.38	-0.20	-32.84	-10.97	46.66	138.67	253.44	-9.52	0.98	15.73
87	100.27	3.61	-2.18	-0.33	-0.21	-32.62	-11.04	37.22	122.93	221.58	-9.50	2.84	11.82
88	100.30	2.86	-3.27	-0.28	-0.23	-32.44	-11.09	29.02	110.20	193.21	-9.20	4.19	7.72
89	100.32	2.16	-4.23	-0.24	-0.26	-32.27	-11.13	22.38	100.81	170.12	-8.68	4.94	3.82
90	100.33	1.49	-5.07	-0.20	-0.28	-32.13	-11.14	17.23	94.50	153.01	-8.03	5.06	0.30
91	100.34	0.84	-5.84	-0.17	-0.31	-32.01	-11.14	13.19	90.40	141.03	-7.36	4.52	-2.81
92	100.36	0.19	-6.56	-0.13	-0.33	-31.91	-11.11	9.63	87.37	131.95	-6.75	3.39	-5.53
93	100.38	-0.46	-7.24	-0.10	-0.35	-31.81	-11.08	5.93	84.14	123.13	-6.27	1.73	-7.88
94	100.40	-1.11	-7.87	-0.07	-0.35	-31.73	-11.03	1.57	79.49	112.34	-5.95	-0.35	-9.85
95	100.42	-1.74	-8.44	-0.04	-0.35	-31.66	-10.97	-3.64	72.50	98.23	-5.78	-2.74	-11.40
96	100.42	-2.32	-8.92	-0.02	-0.33	-31.61	-10.91	-9.61	62.81	80.29	-5.73	-5.34	-12.42
97	100.40	-2.83	-9.29	0.01	-0.30	-31.57	-10.84	-16.07	50.45	58.59	-5.80	-8.02	-12.87
98	100.34	-3.25	-9.54	0.04	-0.26	-31.55	-10.76	-22.69	35.71	33.54	-5.99	-10.72	-12.87
99	100.25	-3.56	-9.65	0.07	-0.20	-31.56	-10.69	-29.15	18.96	5.69	-6.34	-13.35	-12.79
100	100.13	-3.75	-9.60	0.11	-0.14	-31.60	-10.62	-35.17	0.64	-24.25	-6.85	-15.86	-13.11
101	99.98	-3.80	-9.40	0.14	-0.07	-31.68	-10.55	-40.61	-18.78	-55.24	-7.50	-18.23	-14.26
